zip,type,primary city,acceptable cities,unacceptable cities,state,county,timezone,area codes,latitude,longitude,region,country,decomissioned,estimated population,notes
L6P,CANADA,Brampton North,,,ON,,,,43.7942,-79.7021,NA,CA,0,0,
L6R,CANADA,Brampton Northwest,,,ON,,,,43.7592,-79.7605,NA,CA,0,0,
L6S,CANADA,Brampton North Central,,,ON,,,,43.7379,-79.726,NA,CA,0,0,
L6T,CANADA,Brampton East,,,ON,,,,43.7196,-79.6854,NA,CA,0,0,
L6V,CANADA,Brampton Central,,,ON,,,,43.7059,-79.7626,NA,CA,0,0,
L6W,CANADA,Brampton Southeast,,,ON,,,,43.68,-79.7273,NA,CA,0,0,
L6X,CANADA,Brampton Southwest,,,ON,,,,43.6665,-79.8054,NA,CA,0,0,
L6Y,CANADA,Brampton South,,,ON,,,,43.6431,-79.7709,NA,CA,0,0,
L6Z,CANADA,Brampton West Central,,,ON,,,,43.7328,-79.7953,NA,CA,0,0,
L7A,CANADA,Brampton West,,,ON,,,,43.6909,-79.8377,NA,CA,0,0,
L7B,CANADA,King City,,,ON,,,,43.9286,-79.5269,NA,CA,0,0,
L7C,CANADA,Caledon,,,ON,,,,43.8753,-79.8558,NA,CA,0,0,
L7E,CANADA,Bolton,,,ON,,,,43.8795,-79.7379,NA,CA,0,0,
L7G,CANADA,Georgetown,,,ON,,,,43.6501,-79.9163,NA,CA,0,0,
L7J,CANADA,Acton,,,ON,,,,43.6297,-80.0415,NA,CA,0,0,
L7K,CANADA,Caledon Village,,,ON,,,,43.8602,-79.996,NA,CA,0,0,
L7L,CANADA,Burlington Northeast,,,ON,,,,43.3799,-79.7668,NA,CA,0,0,
L7M,CANADA,Burlington North,,,ON,,,,43.4191,-79.8544,NA,CA,0,0,
L7N,CANADA,Burlington East,,,ON,,,,43.3512,-79.784,NA,CA,0,0,
L7P,CANADA,Burlington West,,,ON,,,,43.3806,-79.886,NA,CA,0,0,
L7R,CANADA,Burlington Southeast,,,ON,,,,43.375,-79.8434,NA,CA,0,0,
L7S,CANADA,Burlington South,,,ON,,,,43.323,-79.8092,NA,CA,0,0,
L7T,CANADA,Burlington Southwest,,,ON,,,,43.3081,-79.8507,NA,CA,0,0,
L8E,CANADA,Hamilton,"Confederation Park, Nashdale, East Kentley, Riverdale, Lakely, Grayside, North Stoney Creek",,ON,,,,43.2245,-79.6988,NA,CA,0,0,
L8G,CANADA,Hamilton,"Greenford, North Gershome, West Stoney Creek",,ON,,,,43.2164,-79.7423,NA,CA,0,0,
L8H,CANADA,Hamilton,"West Kentley, McQuesten, Parkview, Hamilton Beach, East Industrial Sector, Normanhurst, Homeside, East Crown Point",,ON,,,,43.2596,-79.7925,NA,CA,0,0,
L8J,CANADA,Hamilton,"East Albion Falls, South Stoney Creek",,ON,,,,43.1836,-79.721,NA,CA,0,0,
L8K,CANADA,Hamilton,"East Delta, Bartonville, Glenview, Rosedale, Lower King's Forest, Red Hill, Corman, Vincent, South Gershome",,ON,,,,43.2211,-79.7994,NA,CA,0,0,
L8L,CANADA,Hamilton,"West Industrial Sector, West Crown Point, North Stipley, North Gibson, Landsdale, Keith, North End, Beasley",,ON,,,,43.2783,-79.8344,NA,CA,0,0,
L8M,CANADA,Hamilton,"West Delta, Blakeley, South Stipley, South Gibson, St. Clair",,ON,,,,43.2441,-79.8359,NA,CA,0,0,
L8N,CANADA,Hamilton,"Stinson, Corktown",,ON,,,,43.389,-79.983,NA,CA,0,0,
L8P,CANADA,Hamilton,"Durand, Kirkendall, Chedoke Park",,ON,,,,43.2514,-79.8925,NA,CA,0,0,
L8R,CANADA,Hamilton,"Central, Strathcona, South Dundurn",,ON,,,,43.2726,-79.8792,NA,CA,0,0,
L8S,CANADA,Hamilton,"Westdale, Cootes Paradise, Ainslie Wood",,ON,,,,43.2606,-79.9161,NA,CA,0,0,
L8T,CANADA,Hamilton,"Sherwood, Huntington, Upper King's Forest, Lisgar, Berrisfield, Hampton Heights, Sunninghill",,ON,,,,43.2199,-79.8286,NA,CA,0,0,
L8V,CANADA,Hamilton,"Raleigh, Macassa, Lawfield, Thorner, Burkholme, Eastmount",,ON,,,,43.2266,-79.8499,NA,CA,0,0,
L8W,CANADA,Hamilton,"West Albion Falls, Hannon, Rymal, Trenholme, Quinndale, Templemead, Broughton, Eleanor, Randall, Rushdale, Butler, East Chappel",,ON,,,,43.1958,-79.8458,NA,CA,0,0,
L9A,CANADA,Hamilton,"Crerar, Bruleville, Hill Park, Inch Park, Centremount, Balfour, Greeningdon, Jerome",,ON,,,,43.2271,-79.871,NA,CA,0,0,
L9B,CANADA,Hamilton,"Barnstown, West Chappel, Allison, Ryckmans, Mewburn, Sheldon, Falkirk, Carpenter, Kennedy, Southwest Outskirts",,ON,,,,43.2055,-79.9004,NA,CA,0,0,
L9C,CANADA,Hamilton,"Southam, Bonnington, Yeoville, Kernighan, Gourley, Rolston, Buchanan, Mohawk, Westcliffe, Gilbert, Gilkson, Gurnett, Fessenden, Mountview",,ON,,,,43.2313,-79.9049,NA,CA,0,0,
L9G,CANADA,Ancaster West,,,ON,,,,43.1836,-79.9902,NA,CA,0,0,
L9H,CANADA,Dundas,,,ON,,,,43.2638,-79.9524,NA,CA,0,0,
L9J,CANADA,Barrie,,,ON,,,,44.3366,-79.6357,NA,CA,0,0,
L9K,CANADA,Ancaster East,,,ON,,,,43.225,-79.9427,NA,CA,0,0,
L9L,CANADA,Port Perry,,,ON,,,,44.1068,-78.9444,NA,CA,0,0,
L9M,CANADA,Penetanguishene,,,ON,,,,44.7834,-79.9164,NA,CA,0,0,
L9N,CANADA,Holland Landing,,,ON,,,,44.1149,-79.5014,NA,CA,0,0,
L9P,CANADA,Uxbridge,,,ON,,,,44.1001,-79.1163,NA,CA,0,0,
L9R,CANADA,Alliston,,,ON,,,,44.1501,-79.8663,NA,CA,0,0,
L9S,CANADA,Innisfil,,,ON,,,,44.3001,-79.6496,NA,CA,0,0,
L9T,CANADA,Milton,,,ON,,,,43.5148,-79.884,NA,CA,0,0,
L9V,CANADA,Orangeville North,,,ON,,,,43.9597,-80.1079,NA,CA,0,0,
L9W,CANADA,Orangeville South,,,ON,,,,43.9729,-80.1044,NA,CA,0,0,
L9Y,CANADA,Collingwood,,,ON,,,,44.4834,-80.2164,NA,CA,0,0,
L9Z,CANADA,Wasaga Beach,,,ON,,,,44.5168,-80.0164,NA,CA,0,0,
M1B,CANADA,Scarborough,"Malvern, Rouge River",,ON,,,,43.8113,-79.193,NA,CA,0,0,
M1C,CANADA,Scarborough,"Rouge Hill, Port Union, Highland Creek",,ON,,,,43.7878,-79.1564,NA,CA,0,0,
M1E,CANADA,Scarborough,"Guildwood, Morningside, Ellesmere",,ON,,,,43.7678,-79.1866,NA,CA,0,0,
M1G,CANADA,Scarborough,Woburn,,ON,,,,43.7712,-79.2144,NA,CA,0,0,
M1H,CANADA,Scarborough,Cedarbrae,,ON,,,,43.7686,-79.2389,NA,CA,0,0,
M1J,CANADA,Scarborough,Eglinton,,ON,,,,43.7464,-79.2323,NA,CA,0,0,
M1K,CANADA,Scarborough,"Kennedy Park, Ionview, East Birchmount Park",,ON,,,,43.7298,-79.2639,NA,CA,0,0,
M1L,CANADA,Scarborough,"The Golden Mile, Clairlea, Oakridge, Birchmount Park East",,ON,,,,43.7122,-79.2843,NA,CA,0,0,
M1M,CANADA,Scarborough,"Cliffside, Cliffcrest, Scarborough Village West",,ON,,,,43.7247,-79.2312,NA,CA,0,0,
M1N,CANADA,Scarborough,"Birch Cliff, Cliffside West",,ON,,,,43.6952,-79.2646,NA,CA,0,0,
M1P,CANADA,Scarborough,"Dorset Park, Wexford Heights, Scarborough Town Centre",,ON,,,,43.7612,-79.2707,NA,CA,0,0,
M1R,CANADA,Scarborough,"Wexford, Maryvale",,ON,,,,43.7507,-79.3003,NA,CA,0,0,
M1S,CANADA,Scarborough,Agincourt,,ON,,,,43.7946,-79.2644,NA,CA,0,0,
M1T,CANADA,Scarborough,"Clarks Corners, Tam O'Shanter, Sullivan",,ON,,,,43.7812,-79.3036,NA,CA,0,0,
M1V,CANADA,Scarborough,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",,ON,,,,43.8177,-79.2819,NA,CA,0,0,
M1W,CANADA,Scarborough,"Steeles West, L'Amoreaux West",,ON,,,,43.8016,-79.3216,NA,CA,0,0,
M1X,CANADA,Scarborough,Upper Rouge,,ON,,,,43.834,-79.2069,NA,CA,0,0,
M2H,CANADA,North York,Hillcrest Village,,ON,,,,43.8015,-79.3577,NA,CA,0,0,
M2J,CANADA,North York,"Fairview, Henry Farm, Oriole",,ON,,,,43.7801,-79.3479,NA,CA,0,0,
M2K,CANADA,North York,Bayview Village,,ON,,,,43.7797,-79.3813,NA,CA,0,0,
M2L,CANADA,North York,"York Mills, Silver Hills",,ON,,,,43.7547,-79.3764,NA,CA,0,0,
M2M,CANADA,Willowdale East,Newtonbrook,,ON,,,,43.7915,-79.4103,NA,CA,0,0,
M2N,CANADA,Willowdale South,,,ON,,,,43.7673,-79.4111,NA,CA,0,0,
M2P,CANADA,North York,York Mills West,,ON,,,,43.75,-79.3978,NA,CA,0,0,
M2R,CANADA,Willowdale West,,,ON,,,,43.7786,-79.445,NA,CA,0,0,
M3A,CANADA,North York,"York Heights, Victoria Village, Parkway East",,ON,,,,43.7545,-79.33,NA,CA,0,0,
M3B,CANADA,Don Mills North,,,ON,,,,43.745,-79.359,NA,CA,0,0,
M3C,CANADA,Don Mills South,Flemingdon Park,,ON,,,,43.7334,-79.3329,NA,CA,0,0,
M3H,CANADA,North York,"Armour Heights, Wilson Heights, Downsview North",,ON,,,,43.7535,-79.4472,NA,CA,0,0,
M3J,CANADA,North York,"Northwood Park, York University",,ON,,,,43.7694,-79.4921,NA,CA,0,0,
M3K,CANADA,Downsview East,CFB Toronto,,ON,,,,43.739,-79.4692,NA,CA,0,0,
M3L,CANADA,Downsview West,,,ON,,,,43.7334,-79.5116,NA,CA,0,0,
M3M,CANADA,Downsview Central,,,ON,,,,43.7319,-79.4928,NA,CA,0,0,
M3N,CANADA,North York,Jane and Finch,,ON,,,,43.7568,-79.521,NA,CA,0,0,
M4A,CANADA,North York,"Sweeney Park, Wigmore Park",,ON,,,,43.7276,-79.3148,NA,CA,0,0,
M4B,CANADA,East York,"Parkview Hill, Woodbine Gardens",,ON,,,,43.7063,-79.3094,NA,CA,0,0,
M4C,CANADA,East York,Woodbine Heights,,ON,,,,43.6913,-79.3116,NA,CA,0,0,
M4E,CANADA,East Toronto,The Beaches,,ON,,,,43.6784,-79.2941,NA,CA,0,0,
M4G,CANADA,East York,Leaside,,ON,,,,43.7124,-79.3644,NA,CA,0,0,
M4H,CANADA,East York,Thorncliffe Park,,ON,,,,43.7059,-79.3464,NA,CA,0,0,
M4J,CANADA,East Toronto,The Danforth East,,ON,,,,43.6872,-79.3368,NA,CA,0,0,
M4K,CANADA,East Toronto,"The Danforth West, Riverdale",,ON,,,,43.6803,-79.3538,NA,CA,0,0,
M4L,CANADA,East Toronto,"India Bazaar, The Beaches West",,ON,,,,43.6693,-79.3155,NA,CA,0,0,
M4M,CANADA,East Toronto,Studio District,,ON,,,,43.6561,-79.3406,NA,CA,0,0,
M4N,CANADA,Central Toronto,Lawrence Park East,,ON,,,,43.7301,-79.3935,NA,CA,0,0,
M4P,CANADA,Central Toronto,Davisville North,,ON,,,,43.7135,-79.3887,NA,CA,0,0,
M4R,CANADA,Central Toronto,North Toronto West,,ON,,,,43.7143,-79.4065,NA,CA,0,0,
M4S,CANADA,Central Toronto,Davisville,,ON,,,,43.702,-79.3853,NA,CA,0,0,
M4T,CANADA,Central Toronto,"Moore Park, Summerhill East",,ON,,,,43.6899,-79.3853,NA,CA,0,0,
M4V,CANADA,Central Toronto,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",,ON,,,,43.6861,-79.4025,NA,CA,0,0,
M4W,CANADA,Downtown Toronto,Rosedale,,ON,,,,43.6827,-79.373,NA,CA,0,0,
M4X,CANADA,Downtown Toronto,"St. James Town, Cabbagetown",,ON,,,,43.6684,-79.3689,NA,CA,0,0,
M4Y,CANADA,Downtown Toronto,Church and Wellesley,,ON,,,,43.6656,-79.383,NA,CA,0,0,
M5A,CANADA,Downtown Toronto,"Regent Park, Port of Toronto",,ON,,,,43.6555,-79.3626,NA,CA,0,0,
M5B,CANADA,Downtown Toronto,Ryerson,,ON,,,,43.6572,-79.3783,NA,CA,0,0,
M5C,CANADA,Downtown Toronto,St. James Park,,ON,,,,43.6513,-79.3756,NA,CA,0,0,
M5E,CANADA,Downtown Toronto,Berczy Park,,ON,,,,43.648,-79.3816,NA,CA,0,0,
M5G,CANADA,Downtown Toronto,Central Bay Street,,ON,,,,43.6564,-79.386,NA,CA,0,0,
M5H,CANADA,Downtown Toronto,"Richmond, Adelaide, King",,ON,,,,43.6496,-79.3833,NA,CA,0,0,
M5J,CANADA,Downtown Toronto,"Harbourfront East, Union Station, Toronto Island",,ON,,,,43.6329,-79.3611,NA,CA,0,0,
M5K,CANADA,Downtown Toronto,"Toronto Dominion Centre, Design Exchange",,ON,,,,43.6469,-79.3823,NA,CA,0,0,
M5L,CANADA,Downtown Toronto,"Commerce Court, Victoria Hotel",,ON,,,,43.6492,-79.3823,NA,CA,0,0,
M5M,CANADA,North York,"Bedford Park, Lawrence Park West, Lawrence Manor East",,ON,,,,43.7335,-79.4177,NA,CA,0,0,
M5N,CANADA,Central Toronto,Roselawn,,ON,,,,43.7113,-79.4195,NA,CA,0,0,
M5P,CANADA,Central Toronto,Forest Hill North & West,,ON,,,,43.6966,-79.412,NA,CA,0,0,
M5R,CANADA,Central Toronto,"The Annex, North Midtown, Yorkville",,ON,,,,43.6736,-79.4035,NA,CA,0,0,
M5S,CANADA,Downtown Toronto,"University of Toronto, Harbord",,ON,,,,43.6629,-79.3987,NA,CA,0,0,
M5T,CANADA,Downtown Toronto,"Kensington Market, Chinatown, Grange Park",,ON,,,,43.6541,-79.3978,NA,CA,0,0,
M5V,CANADA,Downtown Toronto,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, YTZ",,ON,,,,43.6404,-79.3995,NA,CA,0,0,
M5W,CANADA,Downtown Toronto Stn A PO Boxes 25 The Esplanade,Enclave of M5E,,ON,,,,43.6437,-79.3787,NA,CA,0,0,
M5X,CANADA,Downtown Toronto,Underground city,,ON,,,,43.6492,-79.3823,NA,CA,0,0,
M6A,CANADA,North York,"Lawrence Manor, Lawrence Heights",,ON,,,,43.7223,-79.4504,NA,CA,0,0,
M6B,CANADA,North York,Glencairn,,ON,,,,43.7081,-79.4479,NA,CA,0,0,
M6C,CANADA,York,Cedarvale,,ON,,,,43.6915,-79.4307,NA,CA,0,0,
M6E,CANADA,York,"Fairbank, Oakwood",,ON,,,,43.6889,-79.4507,NA,CA,0,0,
M6G,CANADA,Downtown Toronto,Christie,,ON,,,,43.6683,-79.4205,NA,CA,0,0,
M6H,CANADA,West Toronto,"Dufferin, Dovercourt Village",,ON,,,,43.6655,-79.4378,NA,CA,0,0,
M6J,CANADA,West Toronto,"Rua Aþores, Trinity",,ON,,,,43.648,-79.4177,NA,CA,0,0,
M6K,CANADA,West Toronto,"Brockton, Parkdale Village, Exhibition Place",,ON,,,,43.6383,-79.4301,NA,CA,0,0,
M6L,CANADA,North York,"North Park, Maple Leaf Park, Upwood Park",,ON,,,,43.7137,-79.4869,NA,CA,0,0,
M6M,CANADA,York,"Del Ray, Keelsdale, Mount Dennis, Silverthorne",,ON,,,,43.6934,-79.4857,NA,CA,0,0,
M6N,CANADA,York,"Runnymede, The Junction North",,ON,,,,43.6748,-79.4839,NA,CA,0,0,
M6P,CANADA,West Toronto,"High Park, The Junction South",,ON,,,,43.6605,-79.4633,NA,CA,0,0,
M6R,CANADA,West Toronto,"Parkdale, Roncesvalles Village",,ON,,,,43.6469,-79.4521,NA,CA,0,0,
M6S,CANADA,West Toronto,"Bloor West Village, Swansea",,ON,,,,43.6512,-79.4828,NA,CA,0,0,
M7A,CANADA,Queen's Park Ontario Provincial Government,,,ON,,,,43.6641,-79.3889,NA,CA,0,0,
M7Y,CANADA,East Toronto Business Reply Mail Processing Centre 969 Eastern,,,ON,,,,43.7804,-79.2505,NA,CA,0,0,
M8V,CANADA,Etobicoke,"New Toronto, Mimico South, Humber Bay Shores",,ON,,,,43.6075,-79.5013,NA,CA,0,0,
M8W,CANADA,Etobicoke,"Alderwood, Long Branch",,ON,,,,43.6021,-79.5402,NA,CA,0,0,
M8X,CANADA,Etobicoke,"The Kingsway, Montgomery Road, Old Mill North",,ON,,,,43.6518,-79.5076,NA,CA,0,0,
M8Y,CANADA,Etobicoke,"Old Mill South, King's Mill Park, Sunnylea, Humber Bay, Mimico NE, The Queensway East, Royal York South East, Kingsway Park South East",,ON,,,,43.6325,-79.4939,NA,CA,0,0,
M8Z,CANADA,Etobicoke,"Mimico NW, The Queensway West, South of Bloor, Kingsway Park South West, Royal York South West",,ON,,,,43.6256,-79.5231,NA,CA,0,0,
M9A,CANADA,Etobicoke,Islington Avenue,,ON,,,,43.6662,-79.5282,NA,CA,0,0,
M9B,CANADA,Etobicoke,"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",,ON,,,,43.6505,-79.5517,NA,CA,0,0,
M9C,CANADA,Etobicoke,"Eringate, Bloordale Gardens, Old Burnhamthorpe, Markland Woods",,ON,,,,43.6437,-79.5767,NA,CA,0,0,
M9L,CANADA,North York,Humber Summit,,ON,,,,43.7598,-79.5565,NA,CA,0,0,
M9M,CANADA,North York,"Humberlea, Emery",,ON,,,,43.7366,-79.5401,NA,CA,0,0,
M9N,CANADA,Weston,,,ON,,,,43.7068,-79.517,NA,CA,0,0,
M9P,CANADA,Etobicoke,Westmount,,ON,,,,43.6949,-79.5323,NA,CA,0,0,
M9R,CANADA,Etobicoke,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",,ON,,,,43.6898,-79.5582,NA,CA,0,0,
M9V,CANADA,Etobicoke,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",,ON,,,,43.7432,-79.5876,NA,CA,0,0,
M9W,CANADA,Etobicoke Northwest,"Clairville, Humberwood, Woodbine Downs, West Humber, Kipling Heights, Rexdale, Elms, Tandridge, Old Rexdale",,ON,,,,43.7144,-79.5909,NA,CA,0,0,
N0A,CANADA,West Haldimand,Port Dover,,ON,,,,42.9403,-79.945,NA,CA,0,0,
N0B,CANADA,Wellington,Elora,,ON,,,,43.5569,-80.4414,NA,CA,0,0,
N0C,CANADA,Georgian Bay Southwest Shore,Dundalk,,ON,,,,44.2561,-80.5029,NA,CA,0,0,
N0E,CANADA,Brant and Norfolk,Waterford,,ON,,,,42.866,-80.4329,NA,CA,0,0,
N0G,CANADA,Huron,Wingham,,ON,,,,44.0024,-81.0676,NA,CA,0,0,
N0H,CANADA,Bruce Peninsula,Wiarton,,ON,,,,44.6941,-81.0962,NA,CA,0,0,
N0J,CANADA,Oxford,Norwich,,ON,,,,43.0506,-80.7094,NA,CA,0,0,
N0K,CANADA,Perth,Mitchell,,ON,,,,43.5067,-81.1582,NA,CA,0,0,
N0L,CANADA,Elgin,Dorchester,,ON,,,,42.7557,-81.4533,NA,CA,0,0,
N0M,CANADA,Middlesex,Clinton,,ON,,,,43.2788,-81.5442,NA,CA,0,0,
N0N,CANADA,Lambton,Forest,,ON,,,,42.9062,-82.11,NA,CA,0,0,
N0P,CANADA,Kent,Blenheim,,ON,,,,42.4448,-82.1805,NA,CA,0,0,
N0R,CANADA,Essex,Belle River,,ON,,,,42.1783,-82.7715,NA,CA,0,0,
N1A,CANADA,Dunnville,,,ON,,,,42.9001,-79.6163,NA,CA,0,0,
N1C,CANADA,Guelph South,,,ON,,,,43.4921,-80.2267,NA,CA,0,0,
N1E,CANADA,Guelph North,,,ON,,,,43.5677,-80.2418,NA,CA,0,0,
N1G,CANADA,Guelph Central,,,ON,,,,43.5184,-80.2257,NA,CA,0,0,
N1H,CANADA,Guelph Northwest,,,ON,,,,43.5557,-80.2586,NA,CA,0,0,
N1K,CANADA,Guelph West,,,ON,,,,43.5243,-80.2863,NA,CA,0,0,
N1L,CANADA,Guelph East,,,ON,,,,43.516,-80.19,NA,CA,0,0,
N1M,CANADA,Fergus,,,ON,,,,43.7001,-80.3664,NA,CA,0,0,
N1P,CANADA,Cambridge South,,,ON,,,,43.3398,-80.2955,NA,CA,0,0,
N1R,CANADA,Cambridge Central,,,ON,,,,43.353,-80.2727,NA,CA,0,0,
N1S,CANADA,Cambridge Southwest,,,ON,,,,43.3592,-80.3347,NA,CA,0,0,
N1T,CANADA,Cambridge East,,,ON,,,,43.3849,-80.2833,NA,CA,0,0,
N2A,CANADA,Kitchener East,,,ON,,,,43.4413,-80.4246,NA,CA,0,0,
N2B,CANADA,Kitchener Northeast,,,ON,,,,43.4646,-80.4467,NA,CA,0,0,
N2C,CANADA,Kitchener South Central,,,ON,,,,43.4182,-80.4451,NA,CA,0,0,
N2E,CANADA,Kitchener Southwest,,,ON,,,,43.4106,-80.5011,NA,CA,0,0,
N2G,CANADA,Kitchener Central,,,ON,,,,43.4443,-80.4891,NA,CA,0,0,
N2H,CANADA,Kitchener North Central,,,ON,,,,43.4581,-80.4818,NA,CA,0,0,
N2J,CANADA,Waterloo Southeast,,,ON,,,,43.504,-80.5366,NA,CA,0,0,
N2K,CANADA,Kitchener North,,,ON,,,,43.4961,-80.4936,NA,CA,0,0,
N2L,CANADA,Waterloo South,,,ON,,,,43.4715,-80.5454,NA,CA,0,0,
N2M,CANADA,Kitchener Northwest,,,ON,,,,43.4363,-80.5093,NA,CA,0,0,
N2N,CANADA,Kitchener West,,,ON,,,,43.426,-80.5438,NA,CA,0,0,
N2P,CANADA,Kitchener Southeast,,,ON,,,,43.3878,-80.4296,NA,CA,0,0,
N2R,CANADA,Kitchener South,,,ON,,,,43.3849,-80.487,NA,CA,0,0,
N2T,CANADA,Waterloo Southwest,,,ON,,,,43.453,-80.5692,NA,CA,0,0,
N2V,CANADA,Waterloo Northwest,,,ON,,,,43.4764,-80.5842,NA,CA,0,0,
N2Z,CANADA,Kincardine,,,ON,,,,44.1664,-81.601,NA,CA,0,0,
N3A,CANADA,Baden,,,ON,,,,43.4001,-80.6497,NA,CA,0,0,
N3B,CANADA,Elmira,,,ON,,,,43.6001,-80.5497,NA,CA,0,0,
N3C,CANADA,Cambridge Northeast,,,ON,,,,43.4389,-80.2649,NA,CA,0,0,
N3E,CANADA,Cambridge Northwest,,,ON,,,,43.4193,-80.3505,NA,CA,0,0,
N3H,CANADA,Cambridge West,,,ON,,,,43.4267,-80.3699,NA,CA,0,0,
N3L,CANADA,Paris,,,ON,,,,43.2,-80.3833,NA,CA,0,0,
N3P,CANADA,Brantford Northeast,,,ON,,,,43.1818,-80.2367,NA,CA,0,0,
N3R,CANADA,Brantford Central,,,ON,,,,43.1692,-80.2684,NA,CA,0,0,
N3S,CANADA,Brantford Southeast,,,ON,,,,43.1394,-80.2357,NA,CA,0,0,
N3T,CANADA,Brantford Southwest,,,ON,,,,43.1355,-80.2467,NA,CA,0,0,
N3V,CANADA,Brantford Northwest,,,ON,,,,43.1734,-80.298,NA,CA,0,0,
N3W,CANADA,Caledonia,,,ON,,,,43.0668,-79.9329,NA,CA,0,0,
N3Y,CANADA,Simcoe,,,ON,,,,42.8334,-80.2997,NA,CA,0,0,
N4B,CANADA,Delhi,,,ON,,,,42.8501,-80.4997,NA,CA,0,0,
N4G,CANADA,Tillsonburg,,,ON,,,,42.8599,-80.7262,NA,CA,0,0,
N4K,CANADA,Owen Sound,,,ON,,,,44.5672,-80.9435,NA,CA,0,0,
N4L,CANADA,Meaford,,,ON,,,,44.6001,-80.583,NA,CA,0,0,
N4N,CANADA,Hanover,,,ON,,,,44.1501,-81.033,NA,CA,0,0,
N4S,CANADA,Woodstock Central,,,ON,,,,43.1432,-80.7338,NA,CA,0,0,
N4T,CANADA,Woodstock North,,,ON,,,,43.1485,-80.7319,NA,CA,0,0,
N4V,CANADA,Woodstock South,,,ON,,,,43.115,-80.743,NA,CA,0,0,
N4W,CANADA,Listowel,,,ON,,,,43.7334,-80.9497,NA,CA,0,0,
N4X,CANADA,St. Mary's,,,ON,,,,43.2655,-81.1687,NA,CA,0,0,
N4Z,CANADA,Stratford South,,,ON,,,,43.3679,-80.9802,NA,CA,0,0,
N5A,CANADA,Stratford North,,,ON,,,,43.3668,-80.9497,NA,CA,0,0,
N5C,CANADA,Ingersoll,,,ON,,,,43.0334,-80.883,NA,CA,0,0,
N5H,CANADA,Aylmer,,,ON,,,,42.7668,-80.983,NA,CA,0,0,
N5L,CANADA,Port Stanley,,,ON,,,,42.6668,-81.2164,NA,CA,0,0,
N5P,CANADA,St. Thomas North,,,ON,,,,42.7779,-81.1769,NA,CA,0,0,
N5R,CANADA,St. Thomas South,,,ON,,,,42.7597,-81.1762,NA,CA,0,0,
N5V,CANADA,London,"North and East Argyle, East Huron Heights",,ON,,,,43.0233,-81.1643,NA,CA,0,0,
N5W,CANADA,London East,"SW Argyle, Hamilton Road",,ON,,,,42.9856,-81.1821,NA,CA,0,0,
N5X,CANADA,London,"Fanshawe, Stoneybrook, Stoney Creek, Uplands, East Masonville",,ON,,,,43.0443,-81.2391,NA,CA,0,0,
N5Y,CANADA,London,"West Huron Heights, Carling",,ON,,,,43.0123,-81.2307,NA,CA,0,0,
N5Z,CANADA,London,Glen Cairn,,ON,,,,42.966,-81.2053,NA,CA,0,0,
N6A,CANADA,London North,,,ON,,,,42.9976,-81.2563,NA,CA,0,0,
N6B,CANADA,London Central,,,ON,,,,42.9835,-81.2386,NA,CA,0,0,
N6C,CANADA,London South,"East Highland, North White Oaks, North Westminster",,ON,,,,42.9582,-81.238,NA,CA,0,0,
N6E,CANADA,London,"South White Oaks, Central Westminster, East Longwoods, West Brockley",,ON,,,,42.9185,-81.2244,NA,CA,0,0,
N6G,CANADA,London,"Sunningdale, West Masonville, Medway, NE Hyde Park, East Fox Hollow",,ON,,,,43.0147,-81.3049,NA,CA,0,0,
N6H,CANADA,London West,"Central Hyde Park, Oakridge",,ON,,,,42.9915,-81.3402,NA,CA,0,0,
N6J,CANADA,London,"Southcrest, East Westmount, West Highland",,ON,,,,42.9546,-81.2735,NA,CA,0,0,
N6K,CANADA,London,"Riverbend, Woodhull, North Sharon Creek, Byron, West Westmount",,ON,,,,42.9536,-81.3418,NA,CA,0,0,
N6L,CANADA,London,East Tempo,,ON,,,,42.8719,-81.2472,NA,CA,0,0,
N6M,CANADA,London,"Jackson, Old Victoria, Bradley, North Highbury",,ON,,,,42.9632,-81.1392,NA,CA,0,0,
N6N,CANADA,London,"South Highbury, Glanworth, East Brockley, SE Westminster",,ON,,,,42.8997,-81.1592,NA,CA,0,0,
N6P,CANADA,London,"Talbot, Lambeth, West Tempo, South Sharon Creek",,ON,,,,42.8909,-81.3236,NA,CA,0,0,
N7A,CANADA,Goderich,,,ON,,,,43.7501,-81.7165,NA,CA,0,0,
N7G,CANADA,Strathroy,,,ON,,,,42.9551,-81.6223,NA,CA,0,0,
N7L,CANADA,Chatham Northwest,,,ON,,,,42.4209,-82.1993,NA,CA,0,0,
N7M,CANADA,Chatham Southeast,,,ON,,,,42.413,-82.1893,NA,CA,0,0,
N7S,CANADA,Sarnia Central,,,ON,,,,42.9888,-82.3592,NA,CA,0,0,
N7T,CANADA,Sarnia Southwest,,,ON,,,,42.9519,-82.3314,NA,CA,0,0,
N7V,CANADA,Sarnia Northwest,,,ON,,,,42.9998,-82.3926,NA,CA,0,0,
N7W,CANADA,Sarnia Southeast,,,ON,,,,42.9644,-82.3259,NA,CA,0,0,
